dataset,question_id,record_index,source_file,source_locator,source_category,single_generator,best_mas_generator,p_single,p_best_mas,delta,bucket,bucket_cn,mean5_complete,candidate_scope,question_preview
mmlu_pro,mmlu_pro_1231,1146,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1146,law,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"As part of an externship program conducted by his law school, a law student went to work for a lawyer as a clerk. After six months, the lawyer was very impressed with the law student's work. He called"
mmlu_pro,mmlu_pro_8183,1147,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1147,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"When the expression $-2x^2-20x-53$ is written in the form $a(x+d)^2+e$, where $a$, $d$, and $e$ are constants, what is the sum $a+d+e$? Options: (A) 0 (B) 2 (C) 6 (D) 80 (E) 20 (F) -80 (G) -53 (H) 53 "
mmlu_pro,mmlu_pro_2825,1148,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1148,biology,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The frequency of the gene for sickle-cell anemia in African-Americans is less than that found in the people living in their ancestral home in Africa. What factors might account for this difference? Op
mmlu_pro,mmlu_pro_9737,1149,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1149,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"When a wave moves from shallow water to deep water, the Options: (A) frequency does not change, the wavelength increases, and the speed increases (B) frequency decreases, the wavelength increases, and"
mmlu_pro,mmlu_pro_2587,1150,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1150,psychology,finalizer_only,star,0.4,1.0,0.6,mas_help,MAS-help,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"In a code-based phonic approach to early reading instruction, first-grade students are taught the sounds of the letters b, a, s, and g. According to the theory underlying this approach, which of the f"
mmlu_pro,mmlu_pro_2862,1151,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1151,biology,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,This biome has cold winters and is known for its pine forests. Options: (A) Tundra (B) Rainforest (C) Grassland (D) Chaparral (E) Savanna (F) Alpine (G) Wetland (H) Deciduous forests (I) Desert (J) Ta
mmlu_pro,mmlu_pro_5550,1152,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1152,other,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,According to a Yale University study what smell is the most recognizable to American adults? Options: (A) coffee (B) popcorn (C) tuna (D) laundry (E) chocolate chip cookies (F) cut grass (G) fresh bak
mmlu_pro,mmlu_pro_6614,1153,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1153,health,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A 29-year-old Hispanic woman, gravida 3, para 3, comes to the office because of recurrent low back pain during the past year. Rest and analgesics usually eradicate the pain within 2 weeks. However, th"
mmlu_pro,mmlu_pro_6368,1154,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1154,health,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A 57-year-old man receives radiation therapy for a squamous cell carcinoma of the lung. Despite therapy, the tumor progressively increases in size, and he dies 6 months later. His tumor cells contain "
mmlu_pro,mmlu_pro_7666,1155,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1155,economics,finalizer_only,star,0.6,0.6,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"If there is a monopolistically competitive industry with firms enjoying above-normal profits, what will probably happen to costs as other firms enter the industry? Options: (A) costs will tend to rise"
mmlu_pro,mmlu_pro_9245,1156,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1156,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"If the velocity of light is assumed to be 3 × 10^8 m/sec, how much time does it take the light to travel through a distance of 30 cm? Options: (A) 2 nanoseconds (B) 10 nanoseconds (C) 5 nanoseconds (D"
mmlu_pro,mmlu_pro_9448,1157,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1157,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"While a person is walking, his arms swing through approximately a 45° angle in 0.5s.As a reasonable approximation, we can assume that the arm moves with constant speed during each swing. A typical arm"
mmlu_pro,mmlu_pro_1806,1158,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1158,law,finalizer_only,star,0.6,0.6,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A defendant is arrested and charged with shoplifting. He claims that he intended to pay for the item he took and requests an attorney and a jury trial. Both requests are denied by the judge, and the d"
mmlu_pro,mmlu_pro_8381,1159,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1159,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The positive square root of 200 is what percent larger than the positive square root of 121? Express your answer to the nearest whole number. Options: (A) 11 (B) 18 (C) 32 (D) 27 (E) 25 (F) 20 (G) 15 
mmlu_pro,mmlu_pro_3652,1160,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1160,chemistry,finalizer_only,star,0.0,0.6,0.6,mas_help,MAS-help,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Assume all gases are perfect unless stated otherwise. Unless otherwise stated, thermodynamic data are for 298.15 K. A sample of carbon dioxide of mass $2.45 \mathrm{~g}$ at $27.0^{\circ} \mathrm{C}$ i"
mmlu_pro,mmlu_pro_8566,1161,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1161,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Write the prime factorization of 48. Use exponents where possible. Options: (A) 4 • 8 (B) 2^4 • 3 (C) 6 • 8 (D) 2^3 • 3^2 (E) 2^5 • 3 (F) 2^2 • 4^2 (G) 2 • 24 (H) 4 • 12 (I) 3 • 16 (J) 2^4 • 3^2
mmlu_pro,mmlu_pro_11403,1162,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1162,engineering,finalizer_only,star,0.6,0.2,-0.4,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A tube is heated by means of forced convection from an airstream. The tube has a length of 1000 ft., and the wall surface temperature is 60°F. The flow is measured at a speed of 30 ft/sec, and it move"
mmlu_pro,mmlu_pro_3162,1163,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1163,biology,finalizer_only,star,0.4,1.0,0.6,mas_help,MAS-help,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The structure of ATP synthase in the plasma membranes of bacteria is nearly identical to that in the mitochondria and chloroplasts of eukaryotic cells. This similarity best supports which of the follo
mmlu_pro,mmlu_pro_6827,1164,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1164,economics,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The aggregate demand curve is Options: (A) not found by adding product demand curves horizontally or vertically (B) a vertical summation of market demand curves (C) found by adding product demand curv
mmlu_pro,mmlu_pro_6450,1165,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1165,health,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A 63-year-old woman comes to the physician 1 day after the sudden onset of pain and swelling of her right knee. She has had no injury. Her medications include occasional ibuprofen for mild osteoarthri
mmlu_pro,mmlu_pro_4578,1166,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1166,chemistry,finalizer_only,star,0.6,0.6,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"If the pressure and temperature at the center of the earth are 3 × 10^6 atm and 4000°C respectively, estimate the change in the Gibbs function, \DeltaG of reaction on going from the crust to the core."
mmlu_pro,mmlu_pro_12126,1167,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1167,engineering,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,________ is the most detrimental impurity in the magnetic materials Options: (A) Nitrogen. (B) Silicon. (C) Phosphorus. (D) Hydrogen. (E) Chromium. (F) Iron. (G) Sulphur. (H) Copper. (I) Oxygen. (J) C
mmlu_pro,mmlu_pro_8551,1168,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1168,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Suppose that 60% of a particular electronic part last over 3 years, while 70% last less than 6 years. Assuming a normal distribution, what are the mean and standard deviation with regard to length of "
mmlu_pro,mmlu_pro_10016,1169,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1169,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The difference of potential V_1 between the terminals of a resistor is 120 volts when there is a current I_1 of 8.00 amp in the resistor. What current will be maintained in the re-sistor if the differ
mmlu_pro,mmlu_pro_9538,1170,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1170,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What happens to the image formed by a concave mirror as the object is moved from far away to near the focal point? Options: (A) The image disappears as it moves toward the mirror. (B) The image moves 
mmlu_pro,mmlu_pro_988,1171,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1171,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An environmentalist was very interested in environmental issues, particularly protection of wetland areas. He decided to dig out the lawn in his back yard and turn the space into a swampy marsh. Event"
mmlu_pro,mmlu_pro_11338,1172,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1172,engineering,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A Gaussian filter with \vertH(\omega)\vert^2 = e^-(\omega)2 is used to filter noise at the output of an amplifier stage. Determine the bandwidth of the filter. Options: (A) (1 / 3\surd\pi) (B) (3 / 4√
mmlu_pro,mmlu_pro_9913,1173,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1173,physics,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Protons of mass 1.67 × 10^-27 kg and moving with a velocity of 2 × 10^7 m \textbullet s^-1 strike a target of mass1 g and specific heat capacity 0.334 cal \textbullet g^-1 \textbullet C deg^-1. The pr
mmlu_pro,mmlu_pro_6123,1174,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1174,health,finalizer_only,star,0.0,0.2,0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which of the following statements is not true? Options: (A) Vegan diets are likely to be deficient in protein (B) Cereals are deficient in lysine (C) Legumes are deficient in methionine (D) Dairy prod
mmlu_pro,mmlu_pro_9050,1175,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1175,physics,finalizer_only,star,1.0,0.8,-0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most"
mmlu_pro,mmlu_pro_10919,1176,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1176,philosophy,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Instead of asking why the act of destroying the environment might be immoral, Hill wants to ask Options: (A) how the decision to preserve the environment benefits the environment. (B) how the destruct"
mmlu_pro,mmlu_pro_7277,1177,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1177,economics,finalizer_only,star,0.0,0.8,0.8,mas_help,MAS-help,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What is the consequenceof permanent inflation for the What is the consequence interest rates? Options: (A) Interest rates decrease to stimulate economic growth (B) Interest rates become discounted by 
mmlu_pro,mmlu_pro_5045,1178,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1178,history,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"This question refers to the following information. ""If any person or persons shall, from and after the passing of this act, by force and violence, take and carry away, or cause to be taken or carried "
mmlu_pro,mmlu_pro_4872,1179,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1179,history,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The undersea chasm between New Guinea/Australia and Java/Borneo is called the __________. Options: (A) Java Trench (B) Sunda Passage (C) Australia Trench (D) Wallace Trench (E) New Guinea Strait (F) B
mmlu_pro,mmlu_pro_541,1180,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1180,business,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"The markup in the radio department of the R.L. Electronics store is 30%. Its sales for this past month were $15,000. The markup in the tube department is 25% and its sales for the month were $40,000. "
mmlu_pro,mmlu_pro_5186,1181,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1181,other,finalizer_only,star,0.4,0.2,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,In selecting an appropriate sample for a substantive test the auditor most likely would stratify the population if the Options: (A) Auditor plans to give greater representation to large recorded amoun
mmlu_pro,mmlu_pro_5910,1182,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1182,other,finalizer_only,star,0.6,0.4,-0.2,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed? Options: (A) October 15, year "
mmlu_pro,mmlu_pro_1438,1183,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1183,law,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Two friends were members of a fraternity at their college. During homecoming weekend, the fraternity held a big party, which was widely attended by students and alumni. At the party, the two friends w"
mmlu_pro,mmlu_pro_9004,1184,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1184,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,You walked your dog 7 over 9 mi in the morning and 5 over 12 mi in the afternoon. How much farther did you walk your dog in the morning than in the afternoon? Options: (A) 5 over 12 (B) 12 over 36 (C)
mmlu_pro,mmlu_pro_12248,1185,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1185,engineering,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Water at 340°K and a rate of 4 Kg/hr is required for a certain process. Water, available at 300°K, is to be heated as it passes through a 7mm ID pipe which provides 125 W per meter length of pipe. Det"
mmlu_pro,mmlu_pro_9508,1186,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1186,physics,finalizer_only,star,0.0,0.2,0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An aluminum calorimeter of mass 50 g contains 95 g of a mixture of water and ice at 0°C. When 100 g of aluminum which has been heated in a steam jacket is dropped into the mixture, the temperature ris"
mmlu_pro,mmlu_pro_3848,1187,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1187,chemistry,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,It is known that 1 ton of TNT can produce 4.6 × 10^9 J of energy. A chemist wanted to obtain this much energy from acetylene (C_2 H_2) and oxygen (O_2) . How much C_2 H_2 and O_2 would be required? Th
mmlu_pro,mmlu_pro_4262,1188,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1188,chemistry,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Calculate the angle that the spin vector $S$ makes with the $z$ axis for an electron with spin function $\alpha$. Options: (A) 180.0 $^{\circ}$ (B) 90.0 $^{\circ}$ (C) 120.0 $^{\circ}$ (D) 0.0 $^{\cir
mmlu_pro,mmlu_pro_4375,1189,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1189,chemistry,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"When the following reaction F_2 + Cl_2 \ding{217} 2ClF occurs, 26 Kcal / mole are released. The bond energies of F_2 and CI_2 are 37 and 58 Kcal / mole, respectively. Calculate the dissociation energy"
mmlu_pro,mmlu_pro_3650,1190,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1190,chemistry,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Assume all gases are perfect unless stated otherwise. Note that 1 atm = 1.013 25 bar. Unless otherwise stated, thermochemical data are for 298.15 K. Take nitrogen to be a van der Waals gas with $a=1.3"
mmlu_pro,mmlu_pro_5707,1191,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1191,other,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which of the following types of audit evidence provides the least assurance of reliability? Options: (A) Emails from the client discussing financial matters. (B) Prenumbered receiving reports complete
mmlu_pro,mmlu_pro_8451,1192,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1192,math,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Write 1 and 1 over 11 as a whole or mixed number in simplest form. Options: (A) 1.1 over 11 (B) 2 over 11 (C) 13 over 11 (D) 11 over 10 (E) 11 over 11 (F) 11 over 12 (G) 11 over 13 (H) 12 over 11 (I) 
mmlu_pro,mmlu_pro_3415,1193,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1193,biology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"All of the algae have the green pigment chlorophyll, yet the different phyla of algae show a great variety of colors. Explain. Options: (A) Different algae phyla contain a variety of pigments, includi"
mmlu_pro,mmlu_pro_5493,1194,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1194,other,finalizer_only,star,0.8,0.0,-0.8,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,What is the main purpose of licensing public relations practitioners? Options: (A) To achieve better wages for licensed practitioners (B) To create an elite of public relations practitioners (C) To re
mmlu_pro,mmlu_pro_11143,1195,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1195,philosophy,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,When a claim is supported only by asserting that unidentified experts accept the claim the arguer has committed which of the following fallacies? Options: (A) snob appeal (B) appeal to popularity (C) 
mmlu_pro,mmlu_pro_441,1196,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1196,business,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Many retail brands adopt a single umbrella brand, based on the name of the organization. This is referred to as: Options: (A) Corporate brands. (B) Generic branding. (C) Manufacturer brand. (D) Family"
mmlu_pro,mmlu_pro_5637,1197,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1197,other,finalizer_only,star,0.8,0.0,-0.8,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,An accountant has been engaged to compile a nonissuer's financial statements that contain several misapplications of accounting principles and unreasonable accounting estimates. Management is unwillin
mmlu_pro,mmlu_pro_4087,1198,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1198,chemistry,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,The solid-state structures of the principal allotropes of elemental boron are made up of which of the following structural units? Options: (A) B5 pentagons (B) B10 decagons (C) B4 tetrahedra (D) B3 tr
mmlu_pro,mmlu_pro_6236,1199,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1199,health,finalizer_only,star,0.8,0.2,-0.6,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An epidemic involving 10 individuals of all ages occurs in a migrant worker camp. None of the patients has had any form of immunization. Most cases present with fever, chills, tachypnea, sore throat, "
mmlu_pro,mmlu_pro_1105,1200,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1200,law,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"A supermarket had just reopened after a two- week closing for renovations. On the morning of the reopening, a woman was shopping when she suddenly fell and suffered a broken leg. Thereafter, the woman"
mmlu_pro,mmlu_pro_211,1201,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1201,business,finalizer_only,star,0.6,1.0,0.4,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"Suppose there is a 50-50 chance that an individual with logarithmic utility from wealth and with a current wealth of $20,000 will suffer a loss of $10,000 from a car accident. Insurance is competitive"
mmlu_pro,mmlu_pro_829,1202,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1202,business,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,How can you describe the thinking and outlook of transformational leaders? Options: (A) Functional (B) Tactical (C) Narrow-minded (D) Transactional (E) Operational (F) Procedural (G) Strategic (H) Mic
mmlu_pro,mmlu_pro_8672,1203,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1203,math,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Consider a hypothesis test with H0 : μ = 70 and Ha : μ < 70. Which of the following choices of significance level and sample size results in the greatest power of the test when μ = 65? Options: (A) α 
mmlu_pro,mmlu_pro_1094,1204,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1204,law,finalizer_only,star,0.2,0.0,-0.2,both_low_nonzero,双低（非全零）,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A nephew brings an action against the administrator of his uncle's estate based upon a contract for services rendered in the management of his uncle's property. In order to rebut the presumption that 
mmlu_pro,mmlu_pro_10834,1205,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1205,philosophy,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,A valid disjunctive syllogism has a major premise that: Options: (A) affirms the antecedent or denies the consequent (B) leads to an invalid conclusion (C) generalizes a specific case (D) includes thr
mmlu_pro,mmlu_pro_3459,1206,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1206,biology,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"The[(A + T) / (G + C)] ratioof one of the stands of a DNA molecule is 0.2. (a) What is the [(A + T) / (G + C)] ratioin its complementary strand? (b) If 0.2 referred to the [(A + G) / (T + C)] ratio, w"
mmlu_pro,mmlu_pro_9092,1207,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1207,physics,finalizer_only,star,1.0,1.0,0.0,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An ideal gas is contained within a volume of 2ft^3, when the pressure is 137 atmosphere and the temperature is 27° C. What volume would be occupied by this gas if it were allowed to expand to atmosphe"
mmlu_pro,mmlu_pro_2446,1208,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1208,psychology,finalizer_only,star,0.0,0.0,0.0,other,其他,True,only SingleAgent and fixed BestMAS have Mean-5 labels,Which is NOT a contributor to individual differences in the development of vocal language skills? Options: (A) The quality of nonparental early care and education experiences (B) Hearing loss (C) Vari
mmlu_pro,mmlu_pro_1429,1209,data/mmlu_pro/train70_single_best_mean5_clean.json,data/mmlu_pro/train70_single_best_mean5_clean.json#record_index=1209,law,finalizer_only,star,0.8,1.0,0.2,both_high,双高,True,only SingleAgent and fixed BestMAS have Mean-5 labels,"An engineer signed a two-year contract to serve as the chief safety engineer for a coal mine at a salary of $7,000 per month. The position required the engineer to work underground each workday. After"
