dataset,question_id,record_index,source_file,source_locator,source_category,single_generator,best_mas_generator,p_single,p_best_mas,delta,bucket,bucket_cn,mean5_complete,candidate_scope,question_preview
gpqa,gpqa_diamond_099,66,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=66,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,"benzene is treated with HNO3 and H2SO4, forming product 1. product 1 is treated with Br2 and iron powder, forming product 2. product 2 is stirred with Pd/C under a hydrogen atmosphere, forming product"
gpqa,gpqa_diamond_104,67,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=67,train,finalizer_only,parallel_solvers_verify,0.0,0.8,0.8,mas_help,MAS-help,True,16 candidate graphs all have Mean-5 labels,"In an experiment, compound X (C11H12O) was subjected to a reaction with 1,4-diazabicyclo[2.2.2]octane in nonpolar solvent at a temperature of 403 K for a duration of 1 day. The theoretical 1H-NMR and "
gpqa,gpqa_diamond_134,68,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=68,train,finalizer_only,parallel_solvers_verify,0.2,0.4,0.2,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"How many stereoisomers are there for the compound 6-chloro-9-ethyl-2-methylundeca-3,7-dien-5-ol? A. 32 B. 16 C. 4 D. 8"
gpqa,gpqa_diamond_168,69,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=69,train,finalizer_only,parallel_solvers_verify,0.4,0.6,0.2,other,其他,True,16 candidate graphs all have Mean-5 labels,"A quantum mechanical particle of mass m moves in two dimensions in the following potential, as a function of (r,θ): V (r, θ) = 1/2 kr^2 + 3/2 kr^2 cos^2(θ) Find the energy spectrum. A. E = (2n_x+3n_y+"
gpqa,gpqa_diamond_136,70,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=70,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,"A compound with the molecular formula C8H9NO and the given NMR data is reacted with the following set of reagents: 1. NaNO2 + HCl 2. H2O 3. aq. KOH, Heat 1H-NMR (ppm): 9.72 (t, 1H), 6.98 (d, 2H), 6.51"
gpqa,gpqa_diamond_169,71,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=71,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,A common approximation made in many-body nuclear calculations of some interaction (for example an electroweak interaction) is to suppose that nucleons in a nucleus behave in the same way as free nucle
gpqa,gpqa_diamond_076,72,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=72,train,finalizer_only,parallel_solvers_verify,0.2,0.2,0.0,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"which of the following molecules has c3h symmetry? triisopropyl borate quinuclidine benzo[1,2-c:3,4-c':5,6-c'']trifuran-1,3,4,6,7,9-hexaone triphenyleno[1,2-c:5,6-c':9,10-c'']trifuran-1,3,6,8,11,13-he"
gpqa,gpqa_diamond_043,73,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=73,train,finalizer_only,parallel_solvers_verify,0.0,0.2,0.2,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"Which of the following issues are the most common sources of difficult-to-spot erroneous results generated in genomics data analysis: - Mutually incompatible data formats - The ""chr"" / ""no chr"" confus"
gpqa,gpqa_diamond_027,74,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=74,train,finalizer_only,parallel_solvers_verify,0.0,1.0,1.0,mas_help,MAS-help,True,16 candidate graphs all have Mean-5 labels,A chemical reaction for the synthesis of a product containing H+ ion was proceeding at room temperature and pH 1. Accidentally an unknown substance was fallen into the running reaction making the rate
gpqa,gpqa_diamond_079,75,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=75,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,The Michael reaction is a chemical process in organic chemistry where a nucleophile adds to a molecule containing a specific carbon-carbon double bond (C=C) adjacent to a carbonyl group (C=O). This re
gpqa,gpqa_diamond_094,76,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=76,train,finalizer_only,parallel_solvers_verify,1.0,0.2,-0.8,other,其他,True,16 candidate graphs all have Mean-5 labels,Racemic 3-methylpent-1-ene is treated with Grubbs catalyst. How many possible products are there (excluding ethene)? A. 6 B. 2 C. 4 D. 8
gpqa,gpqa_diamond_191,77,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=77,train,finalizer_only,parallel_solvers_verify,0.8,0.8,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,A light beam is propagating through a glass with index of refraction n. The glass is moving at constant velocity v in the same direction as the beam and toward the observer in laboratory. What is the 
gpqa,gpqa_diamond_123,78,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=78,train,finalizer_only,parallel_solvers_verify,0.0,0.4,0.4,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"Identify product D in the following series of reactions. 5-bromo-3a,4a-dimethyldecahydrocyclopenta[1,4]cyclobuta[1,2]benzene + H2O ---> A A + PDC ---> B B + H2CPPh3 ---> C C + TsOH ---> D A. 3a,5,5-tr"
gpqa,gpqa_diamond_072,79,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=79,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,You identified a new quorum-sensing peptide in the bacteria Lactobacillus acidophilus. You are highly interested if its role in intercellular communication is conserved among the eukaryotes. You treat
gpqa,gpqa_diamond_074,80,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=80,train,finalizer_only,parallel_solvers_verify,0.0,0.6,0.6,mas_help,MAS-help,True,16 candidate graphs all have Mean-5 labels,"Consider an aperture, which shapes like a N-sided polygon. All the apothems are of the same length a. When a monochromatic light (of wavelength \lambda), travelling along z-axis, falls vertically on t"
gpqa,gpqa_diamond_176,81,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=81,train,finalizer_only,parallel_solvers_verify,0.0,0.8,0.8,mas_help,MAS-help,True,16 candidate graphs all have Mean-5 labels,"There is a spin 1/2 particle with magnetic moment mu (= gamma*Sz), aligned with a magnetic field pointing in the +Z direction. Suddenly, the magnetic field is turned off, and another one is turned on "
gpqa,gpqa_diamond_122,82,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=82,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,"What is the major outcome of the reaction between 4,4-dimethylcyclopent-1-enol and bromine? A. 4-bromo-4,4-dimethylcyclopentanone B. 2-bromo-4,4-dimethylcyclopentanone C. (1R,2R)-1,2-dibromo-4,4-dimet"
gpqa,gpqa_diamond_158,83,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=83,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,Large clouds of neutral hydrogen in deep space absorb the light from background quasars at Lyman alpha wavelength ~1216 Angstrom. Estimate the lower limit on the redshift of this objects such that the
gpqa,gpqa_diamond_095,84,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=84,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,"Identify the compound C9H11NO2 using the given data. IR: medium to strong intensity bands at 3420 cm-1, 3325 cm-1 strong band at 1720 cm-1 1H NMR: 1.20 ppm (t, 3H); 4.0 ppm (bs, 2H); 4.5 ppm (q, 2H); "
gpqa,gpqa_diamond_185,85,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=85,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,"You are studying a nuclear decay which converts two heavy nucleons of flavor A to another flavor B, while simultaneously emitting two much lighter particles E and V. In short, 2A -> 2B + 2E + 2V. It i"
gpqa,gpqa_diamond_083,86,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=86,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,Name reactions in chemistry refer to a specific set of well-known chemical reactions that are typically named after their discoverers or the scientists who made significant contributions to their deve
gpqa,gpqa_diamond_042,87,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=87,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,"In an inactive state, a transcription factor subunit awaits an activation signal from the membrane phosphorylation cascade. Upon phosphorylation on the Ser residues in the transactivation domain, it d"
gpqa,gpqa_diamond_192,88,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=88,train,finalizer_only,parallel_solvers_verify,0.0,0.2,0.2,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,An intelligent civilization in the Large Magellanic Cloud has engineered an extraordinary spacecraft capable of traveling at a substantial fraction of the speed of light. The average lifetime of these
gpqa,gpqa_diamond_170,89,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=89,train,finalizer_only,parallel_solvers_verify,1.0,1.0,0.0,both_high,双高,True,16 candidate graphs all have Mean-5 labels,We have a large ensemble of 10.000 (ten thousand) identical systems. Each system has a particle that are the same and under the same conditions. Each particle can move along along a tube (the x-axis d
gpqa,gpqa_diamond_119,90,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=90,train,finalizer_only,parallel_solvers_verify,0.0,0.2,0.2,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,Select the suitable reagents for the following mentioned reactions. butan-2-one + NaCN + A ---> 2-hydroxy-2-methylbutanenitrile 2-(4-benzylphenyl)-2-hydroxybutanenitrile + B (H2O) ---> 2-(4-benzylphen
gpqa,gpqa_diamond_164,91,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=91,train,finalizer_only,parallel_solvers_verify,1.0,0.8,-0.2,both_high,双高,True,16 candidate graphs all have Mean-5 labels,"Consider a system of three spins S1, S2 and S3. Each of which can take spin +1 and -1. The energy of the system is given by, E= -J[ S1S2 +S1S3+S2S3 ]. Find the partition function Z of the system. (\be"
gpqa,gpqa_diamond_118,92,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=92,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,"Complete the following reactions and select the major products by considering the steric hindrance, and the stability of the products. 2-ethyl-2,6-dimethylcyclohexan-1-one + ethyl acrylate (t-BuOK) --"
gpqa,gpqa_diamond_002,93,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=93,train,finalizer_only,parallel_solvers_verify,1.0,0.4,-0.6,other,其他,True,16 candidate graphs all have Mean-5 labels,"Astronomers are studying a system of three exoplanets (Planet1, Planet2, and Planet3) with circular orbits discovered through the TTV method. They have found that the ratio of the equilibrium temperat"
gpqa,gpqa_diamond_148,94,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=94,train,finalizer_only,parallel_solvers_verify,0.0,0.4,0.4,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,Researchers are attempting to detect transits of two Earth-like planets: Planet_1 and Planet_2. They have limited observing time and want to observe the one that has the highest probability of transit
gpqa,gpqa_diamond_178,95,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=95,train,finalizer_only,parallel_solvers_verify,0.6,0.4,-0.2,other,其他,True,16 candidate graphs all have Mean-5 labels,"Consider a bound system of two nucleons (NN) in a 1S0 state which emit a particle X of intrinsic parity -1. Pauli statistics require that the isospin, angular momentum, and spin quantum numbers of the"
gpqa,gpqa_diamond_084,96,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=96,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,"Dienes are organic compounds with two adjacent double bonds in their structure, and they exhibit unique reactivity due to their conjugated pi-electron system. They play a significant role in organic c"
gpqa,gpqa_diamond_000,97,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=97,train,finalizer_only,parallel_solvers_verify,0.4,0.4,0.0,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"Among the following exoplanets, which one has the highest density? a) An Earth-mass and Earth-radius planet. b) A planet with 2 Earth masses and a density of approximately 5.5 g/cm^3. c) A planet with"
gpqa,gpqa_diamond_081,98,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=98,train,finalizer_only,parallel_solvers_verify,0.0,0.0,0.0,other,其他,True,16 candidate graphs all have Mean-5 labels,"In an experiment, a researcher reacted ((2,2-dimethylbut-3-en-1-yl)oxy)benzene with hydrogen bromide. After some time, they checked the progress of the reaction using TLC. They found that the reactant"
gpqa,gpqa_diamond_003,99,data/gpqa/GPQA-train-mean5.json,data/gpqa/GPQA-train-mean5.json#record_index=99,train,finalizer_only,parallel_solvers_verify,0.4,0.4,0.0,both_low_nonzero,双低（非全零）,True,16 candidate graphs all have Mean-5 labels,"Astronomers are studying a star with a 1.5 solar radius and 1.1 solar masses. When the star's surface is not covered by dark spots, its Teff is 6000K. However, when 40% of its surface is covered by sp"
